Column,Coverage
CRC.SW.U3081.T,39986995
CRC.SW.U3082.T,36590751
CRC.SW.U3084.T,35606104
CRC.SW.U3085.T,35402010
CRC.SW.U3087.T,39330555
CRC.SW.U3088.T,36716854
CRC.SW.U3089.T,36476394
CRC.SW.U3090.T,30583028
CRC.SW.U3091.T,38314309
CRC.SW.U3092.T,38324949
CRC.SW.U3093.T,33759574
CRC.SW.U3094.T,37478397
CRC.SW.U3095.T,32660242
CRC.SW.U3096.T,38553714
CRC.SW.U3097.T,35448585
CRC.SW.U3098.T,34561707
CRC.SW.U3099.T,36277745
CRC.SW.U3100.T,30210172
CRC.SW.U3101.T,36004094
CRC.SW.U3103.T,35323084
CRC.SW.U3104.T,33506585
CRC.SW.U3105.T,36188374
CRC.SW.U3106.T,34762387
CRC.SW.U3107.T,36846637
CRC.SW.U3108.T,33841446
CRC.SW.U3109.T,35478658
CRC.SW.U3110.T,37500227
CRC.SW.U3111.T,38712001
CRC.SW.U3112.T,36311622
CRC.SW.U3113.T,37111244
CRC.SW.U3114.T,36618995
CRC.SW.U3115.T,38501589
CRC.SW.U3117.T,37176721
CRC.SW.U3118.T,38771870
CRC.SW.U3119.T,35446553
CRC.SW.U3120.T,38999586
CRC.SW.U3121.T,35441248
CRC.SW.U3122.T,40055331
CRC.SW.U3123.T,39170123
CRC.SW.U3124.T,37236714
CRC.SW.U3125.T,35565617
CRC.SW.U3126.T,36185738
CRC.SW.U3127.T,37409539
CRC.SW.U3128.T,32797361
CRC.SW.U3129.T,34358910
CRC.SW.U3130.T,38433373
CRC.SW.U3131.T,35808131
CRC.SW.U3132.T,34046576
CRC.SW.U3133.T,34078606
CRC.SW.U3134.T,38152963
CRC.SW.U3136.T,31639299
CRC.SW.U3137.T,35799370
CRC.SW.U3140.T,36631833
CRC.SW.U3141.T,32277088
CRC.SW.U3143.T,36875037
CRC.SW.U3144.T,37398484
CRC.SW.U3145.T,34858180
CRC.SW.U3146.T,35122321
CRC.SW.U3147.T,30016457
CRC.SW.U3148.T,32041582
CRC.SW.U3149.T,27120476
CRC.SW.U3150.T,35965680
CRC.SW.U3151.N,26180445
CRC.SW.U3151.T,20504119
CRC.SW.U3152.T,38155919
CRC.SW.U3153.T,33398169
CRC.SW.U3154.N,21614681
CRC.SW.U3154.T,27298641
CRC.SW.U3155.T,35348079
CRC.SW.U3156.T,32032975
CRC.SW.U3157.T,25799532
CRC.SW.U3158.T,33633056
CRC.SW.U3159.T,38557536
CRC.SW.U3160.T,35075721
CRC.SW.U3161.T,33516575
CRC.SW.U3162.T,37299513
CRC.SW.U3163.T,33486394
CRC.SW.U3164.T,32422978
CRC.SW.U3168.T,32404348
CRC.SW.U3169.T,33815395
CRC.SW.U3170.T,35535008
CRC.SW.U3171.T,35643066
CRC.SW.U3172.N,27652177
CRC.SW.U3172.T,21268427
CRC.SW.U3173.T,30992486
CRC.SW.U3174.T,33003299
CRC.SW.U3175.T,31011007
CRC.SW.U3176.T,38251311
CRC.SW.U3177.T,34319821
CRC.SW.U3179.T,37346655
CRC.SW.U3180.N,26460295
CRC.SW.U3180.T,24458815
CRC.SW.U3182.T,33707167
CRC.SW.U3183.T,40270245
CRC.SW.U3184.T,32082381
CRC.SW.U3187.T,27149323
CRC.SW.U3188.T,23838071
CRC.SW.U3189.T,31506644
CRC.SW.U3190.T,34111079
CRC.SW.U3191.T,23185808
CRC.SW.U3192.T,32658197
CRC.SW.U3193.T,28510570
CRC.SW.U3194.T,32205217
CRC.SW.U3195.T,34992999
CRC.SW.U3197.T,34050411
CRC.SW.U3198.T,35531788
CRC.SW.U3199.T,36438378
CRC.SW.U3200.T,36380746
CRC.SW.U3201.T,36111560
CRC.SW.U3202.T,38564574
CRC.SW.U3203.T,32925533
CRC.SW.U3204.T,35772259
CRC.SW.U3205.T,34987882
CRC.SW.U3206.T,36478104
CRC.SW.U3207.T,33772387
CRC.SW.U3208.T,30156849
CRC.SW.U3211.T,34826014
CRC.SW.U3212.T,33910653
CRC.SW.U3213.T,34254078
CRC.SW.U3214.T,37928189
CRC.SW.U3215.T,34638529
CRC.SW.U3216.T,31038524
CRC.SW.U3217.T,33746955
CRC.SW.U3218.T,37412344
CRC.SW.U3219.T,39174815
CRC.SW.U3220.T,33586718
CRC.SW.U3221.T,28873966
CRC.SW.U3222.T,32181363
CRC.SW.U3224.N,21082461
CRC.SW.U3224.T,23736344
CRC.SW.U3225.N,26082985
CRC.SW.U3225.T,27107232
CRC.SW.U3226.T,35673118
CRC.SW.U3227.N,24991545
CRC.SW.U3227.T,25404801
CRC.SW.U3228.N,27786905
CRC.SW.U3228.T,29114743
CRC.SW.U3229.T,34643182
CRC.SW.U3230.T,35364969
CRC.SW.U3231.N,26362036
CRC.SW.U3231.T,28743913
CRC.SW.U3232.T,32576046
CRC.SW.U3233.T,24831162
CRC.SW.U3234.T,27201719
CRC.SW.U3235.T,24385217
CRC.SW.U3236.T,26712896
CRC.SW.U3237.T,27230189
CRC.SW.U3238.T,38531269
CRC.SW.U3239.T,26201214
CRC.SW.U3240.T,25649633
CRC.SW.U3241.T,33320434
CRC.SW.U3242.T,28949364
CRC.SW.U3243.T,31556396
CRC.SW.U3244.T,35988607
CRC.SW.U3245.T,28045563
CRC.SW.U3246.T,35774559
CRC.SW.U3247.T,25276262
CRC.SW.U3248.T,33491115
CRC.SW.U3249.T,35790715
CRC.SW.U3250.T,27050187
CRC.SW.U3253.T,25076090
CRC.SW.U3254.T,23485812
CRC.SW.U3255.T,28266080
CRC.SW.U3257.T,26862826
CRC.SW.U3258.T,27790329
CRC.SW.U3259.T,28377424
CRC.SW.U3260.T,26257625
CRC.SW.U3261.T,45916012
CRC.SW.U3262.T,41511640
CRC.SW.U3263.T,26612459
CRC.SW.U3265.T,28060960
CRC.SW.U3266.T,27597662
CRC.SW.U3267.T,33294962
CRC.SW.U3268.T,24465883
CRC.SW.U3269.T,28441782
CRC.SW.U3270.T,30421186
CRC.SW.U3271.T,29439859
CRC.SW.U3272.T,28131521
CRC.SW.U3273.T,28182748
CRC.SW.U3274.T,29654533
CRC.SW.U3275.T,26901074
CRC.SW.U3276.T,29243018
CRC.SW.U3277.T,31290849
CRC.SW.U3278.T,24224146
CRC.SW.U3279.T,26270785
CRC.SW.U3280.T,30363285
CRC.SW.UM001.T,29990463
CRC.SW.UM002.T,27368647
CRC.SW.UM003.T,32107133
CRC.SW.UM004.T,28215129
CRC.SW.UM005.T,22821929
CRC.SW.UM006.T,32045383
CRC.SW.UM007.T,28341594
CRC.SW.UM008.T,27123674
CRC.SW.UM009.T,29252237
CRC.SW.UM010.T,34951940
CRC.SW.UM011.T,29007740
CRC.SW.UM012.T,25474779
CRC.SW.UM013.T,25817834
CRC.SW.UM014.T,28420186
CRC.SW.UM015.T,26129303
CRC.SW.UM016.T,33489791
CRC.SW.UM017.T,31392954
CRC.SW.UM018.T,26107622
CRC.SW.UM019.T,28461916
CRC.SW.UM020.T,29995358
CRC.SW.UM021.T,23011384
CRC.SW.UM022.T,36061539
CRC.SW.UM023.N,28259716
CRC.SW.UM023.T,19108641
CRC.SW.UM024.T,28992031
CRC.SW.UM025.T,21647882
CRC.SW.UM027.T,33923884
CRC.SW.UM028.N,26403913
CRC.SW.UM028.T,18144419
CRC.SW.UM029.T,18252102
CRC.SW.UM030.T,31185745
CRC.SW.UM031.T,31146782
CRC.SW.UM032.T,28160918
CRC.SW.UM033.T,31398160
CRC.SW.UM034.T,29204397
CRC.SW.UM035.T,38943604
CRC.SW.UM036.T,18497073
CRC.SW.UM037.T,35842806
CRC.SW.UM038.T,38042909
CRC.SW.UM039.T,27169913
CRC.SW.UM040.T,36271505
CRC.SW.UM041.N,24545097
CRC.SW.UM041.T,27268988
CRC.SW.UM042.T,21288008
CRC.SW.UM043.N,28096625
CRC.SW.UM043.T,27440811
CRC.SW.UM044.N,24925975
CRC.SW.UM044.T,28736848
CRC.SW.UM045.N,25791391
CRC.SW.UM045.T,32315964
CRC.SW.UM046.T,31716278
CRC.SW.UM047.T,14862245
CRC.SW.UM048.T,17306881
CRC.SW.UM049.N,31828582
CRC.SW.UM049.T,32825063
CRC.SW.UM050.T,26736593
CRC.SW.UM051.T,18232247
CRC.SW.UM052.T,29993161
CRC.SW.UM053.T,30922318
CRC.SW.UM055.T,31692491
CRC.SW.UM056.T,27199178
CRC.SW.UM057.T,23192803
CRC.SW.UM058.T,31503336
CRC.SW.UM059.N,27480574
CRC.SW.UM059.T,22055632
CRC.SW.UM060.T,17581438
CRC.SW.UM061.T,32720219
CRC.SW.UM062.T,38098129
CRC.SW.UM063.T,36437869
CRC.SW.UM064.T,28075380
CRC.SW.UM065.T,27731533
CRC.SW.UM066.T,26155813
CRC.SW.UM067.T,30904345
CRC.SW.UM068.T,33120245
CRC.SW.UM069.T,32438202
CRC.SW.UM070.T,24653870
CRC.SW.UM071.T,24666062
CRC.SW.UM072.T,28664130
CRC.SW.UM073.T,23018064
CRC.SW.UM075.T,28771175
CRC.SW.UM076.T,30686808
CRC.SW.UM077.T,27336546
CRC.SW.UM078.T,31766400
CRC.SW.UM079.T,28032730
CRC.SW.UM080.T,30383939
CRC.SW.UM081.T,29776507
CRC.SW.UM082.T,25959248
CRC.SW.UM083.T,34901475
CRC.SW.UM084.T,31422444
CRC.SW.UM085.T,36790148
CRC.SW.UM086.T,30969954
CRC.SW.UM087.T,34907267
CRC.SW.UM088.T,36069624
CRC.SW.UM089.T,32820846
CRC.SW.UM090.T,32127916
CRC.SW.UM091.T,31868601
CRC.SW.UM092.T,30740069
CRC.SW.UM093.T,29958495
CRC.SW.UM094.T,33879637
CRC.SW.UM095.T,38368352
CRC.SW.UM096.T,33808117
CRC.SW.UM097.T,33399073
CRC.SW.UM098.T,23629030
CRC.SW.UM099.T,35210448
CRC.SW.UM100.T,28285892
CRC.SW.UM101.T,35324806
CRC.SW.UM102.T,37611264
CRC.SW.UM103.T,33530409
CRC.SW.UM104.T,38129616
CRC.SW.UM105.T,31634419
CRC.SW.UM106.T,32398459
CRC.SW.UM107.T,30580852
CRC.SW.UM108.T,26747846
CRC.SW.UM109.T,29012293
CRC.SW.UM110.T,23817161
CRC.SW.UM111.T,36270969
CRC.SW.UM112.T,30309295
CRC.SW.UM113.T,37112561
CRC.SW.UM114.T,31647811
CRC.SW.UM115.T,34531692
CRC.SW.UM116.T,31455672
CRC.SW.UM117.T,25946433
CRC.SW.UM118.T,35976420
CRC.SW.UM119.T,36344329
CRC.SW.UM120.T,38386498
CRC.SW.UM121.T,31544376
CRC.SW.UM122.T,29446867
CRC.SW.UM123.T,35573285
CRC.SW.UM124.T,33348346
CRC.SW.UM125.T,38632986
CRC.SW.UM126.T,33347654
CRC.SW.UM127.T,33446873
CRC.SW.UM128.T,33932857
CRC.SW.UM129.T,31735212
CRC.SW.UM130.T,24457664
CRC.SW.UM131.T,35234674
CRC.SW.UM132.T,34114393
CRC.SW.UM133.T,31876442
CRC.SW.UM134.T,26786079
CRC.SW.UM135.T,26452235
CRC.SW.UM136.T,34807994
CRC.SW.UM137.T,26796629
CRC.SW.UM138.T,27135365
CRC.SW.UM139.T,28541937
CRC.SW.UM140.T,34378187
CRC.SW.UM141.T,39832952
CRC.SW.UM142.T,32989754
CRC.SW.UM143.T,27588016
CRC.SW.UM144.T,33758299
CRC.SW.UM145.T,29557148
CRC.SW.UM146.T,24776334
CRC.SW.UM147.T,29930121
CRC.SW.UM148.T,34314697
CRC.SW.UM149.T,34448781
CRC.SW.UM150.T,29212395
CRC.SW.UM151.T,33528137
CRC.SW.UM152.T,23551774
CRC.SW.UM153.T,34088935
CRC.SW.UM154.T,26177260
CRC.SW.UM155.T,25171597
CRC.SW.UM156.T,31606597
CRC.SW.UM157.T,28319915
CRC.SW.UM158.T,28895192
CRC.SW.UM159.T,33446798
CRC.SW.UM160.T,29778355
CRC.SW.UM161.T,29711905
CRC.SW.UM163.T,26293521
CRC.SW.UM164.T,27140607
CRC.SW.UM165.T,38889485
CRC.SW.UM166.T,26982583
CRC.SW.UM167.T,29027963
CRC.SW.UM168.T,25725750
CRC.SW.UM169.T,33860183
CRC.SW.UM170.T,30311025
CRC.SW.UM171.T,33441071
CRC.SW.UM172.T,32213393
CRC.SW.UM173.T,25420923
